block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
1,256,100,16.650472996881383,,100.0,64.0,0.0184159998781979,"[0.011071999557316303, 0.02316799946129322, 0.02070399932563305, 0.018592000007629395, 0.017855999991297722, 0.019168000668287277, 0.01881599985063076, 0.01756799966096878, 0.01852799952030182, 0.018688000738620758]",65.0,103.347,0.0019032383394121,721.4457839727402,0,607.7022789977491,1.858631190832148e-06,4407544670.727425,16.650472996881383,64.0,,2.051933901384473,42.509029153734446,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,115,16.650794554500404,,100.0,64.0,0.0181343999691307,"[0.011103999800980091, 0.02316799946129322, 0.019807999953627586, 0.018432000651955605, 0.01756799966096878, 0.019487999379634857, 0.017472000792622566, 0.018688000738620758, 0.017311999574303627, 0.018303999677300453]",65.0,115.946,0.0021026111388208,728.6429509986192,0,591.9245711993426,2.053331190254721e-06,3989614553.59949,16.650794554500404,64.0,,2.0748439710587263,49.3178959004581,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,135,16.64926160153372,,100.0,64.0,0.0177664000540971,"[0.01104000024497509, 0.02236800082027912, 0.01974399946630001, 0.017855999991297722, 0.018719999119639397, 0.01788800023496151, 0.017855999991297722, 0.017472000792622566, 0.017376000061631203, 0.017343999817967415]",67.0,139.066,0.002470702189923,724.5386629365385,0,565.2267669793218,2.4127951073467555e-06,3395232349.011343,16.64926160153372,64.0,,2.130235079675913,49.49992592446506,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,150,16.651693581192344,,100.0,64.0,0.0181183998472988,"[0.011071999557316303, 0.023231999948620796, 0.019231999292969704, 0.01820800080895424, 0.018112000077962875, 0.019071999937295914, 0.017920000478625298, 0.01833599992096424, 0.017983999103307724, 0.018015999346971512]",67.0,153.927,0.0027889109332951,729.5668260194361,0,542.4904320389032,2.723545833296066e-06,3007843635.25322,16.651693581192344,64.0,,2.102483995258808,39.22895598225296,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,165,16.65051708928974,,100.0,64.0,0.0181375996209681,"[0.011071999557316303, 0.022655999287962914, 0.022175999358296394, 0.01852799952030182, 0.018559999763965607, 0.01756799966096878, 0.018719999119639397, 0.017311999574303627, 0.01772800087928772, 0.017055999487638474]",68.0,170.2,0.0030870194554887,729.3753931298852,0,528.0778529122472,3.014667437000753e-06,2717380995.14887,16.65051708928974,64.0,,4.306249087676406,40.11401394382119,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,185,16.650457722531993,,100.0,64.0,0.0181343999691307,"[0.011071999557316303, 0.023104000836610794, 0.02054399996995926, 0.019231999292969704, 0.017632000148296356, 0.017664000391960144, 0.018559999763965607, 0.01775999926030636, 0.018144000321626663, 0.017632000148296356]",69.0,186.644,0.0033846769478384,720.1645891182125,0,514.8637320380658,3.305348581873477e-06,2478407283.5539665,16.650457722531993,64.0,,7.263189880177379,40.18409317359328,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,200,16.650893063564958,,100.0,64.0,0.0179775998927652,"[0.011103999800980091, 0.0225600004196167, 0.019328000023961067, 0.018144000321626663, 0.019200000911951065, 0.018239999189972878, 0.01849599927663803, 0.017535999417304993, 0.017664000391960144, 0.017503999173641205]",70.0,188.733,0.0033929663605612,731.8575179670006,0,521.794268861413,3.313443711485615e-06,2472352245.3704324,16.650893063564958,64.0,,2.171555068343878,42.80150029808283,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,215,16.650173968545147,,100.0,64.0,0.0182495999149978,"[0.011071999557316303, 0.023423999547958374, 0.019807999953627586, 0.01836800016462803, 0.019392000511288643, 0.018751999363303185, 0.018239999189972878, 0.017472000792622566, 0.017952000722289085, 0.018015999346971512]",70.0,188.439,0.0034389363583822,727.1047940012068,0,511.1482359934598,3.358336287482689e-06,2439303065.191391,16.650173968545147,64.0,,2.1937850397080183,41.359520982950926,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,256,250,16.650189728956637,,100.0,64.0,0.0184127999469637,"[0.01119999960064888, 0.023072000592947006, 0.020255999639630318, 0.018848000094294548, 0.01836800016462803, 0.019711999222636223, 0.017855999991297722, 0.017664000391960144, 0.01897599920630455, 0.01817600056529045]",70.0,188.607,0.0034727829595969,730.7543992064893,0,506.6950139589608,3.391389608981444e-06,2415529014.509292,16.650189728956637,64.0,,2.176945097744465,43.34322479553521,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,100,33.0084323154332,,100.0,64.0,0.0250016001984477,"[0.01696000061929226, 0.029472000896930695, 0.028384000062942505, 0.026048000901937485, 0.025439999997615814, 0.025407999753952026, 0.024960000067949295, 0.0244159996509552, 0.024191999807953835, 0.02473600022494793]",65.0,102.123,0.002553238417066,732.5935489498079,0,769.4187799934298,2.493396891666089e-06,3285477746.194711,33.0084323154332,64.0,,2.153945155441761,47.00618889182806,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,115,33.006992974370945,,100.0,64.0,0.0248127998784184,"[0.016575999557971954, 0.029023999348282814, 0.027456000447273254, 0.02518399991095066, 0.029343999922275543, 0.02505600079894066, 0.02412799932062626, 0.023231999948620796, 0.0244159996509552, 0.023711999878287315]",66.0,117.199,0.0029080353329507,725.2583878580481,0,730.2022019866854,2.83987825483473e-06,2884630700.648378,33.006992974370945,64.0,,2.2042652126401663,52.89120902307332,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,135,33.04177623467063,,100.0,64.0,0.0209343999624252,"[0.013248000293970108, 0.026335999369621277, 0.022175999358296394, 0.02223999984562397, 0.021568000316619873, 0.021568000316619873, 0.02099199965596199, 0.02067199908196926, 0.020160000771284103, 0.02038400061428547]",67.0,138.748,0.0029046061259865,0.0,0,0.0,2.836529419908765e-06,2888036324.4261675,33.04177623467063,64.0,,9.446574142202737,0.3060528542846441,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,165,33.015033375607906,,100.0,64.0,0.024239999987185,"[0.01651199907064438, 0.028896000236272812, 0.027103999629616737, 0.026016000658273697, 0.024831999093294144, 0.0244159996509552, 0.023711999878287315, 0.023296000435948372, 0.023840000852942467, 0.02377600036561489]",69.0,168.667,0.0040884880778385,720.8863680716604,0,652.2703811060637,3.992664138514192e-06,2051762862.0394115,33.015033375607906,64.0,,1.918482827022672,39.52549793757498,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,185,33.013796601518,,100.0,64.0,0.0242399996146559,"[0.016607999801635742, 0.02864000014960766, 0.027295999228954315, 0.025599999353289604, 0.02486399933695793, 0.024351999163627625, 0.02393599972128868, 0.02332800067961216, 0.02364799939095974, 0.02412799932062626]",70.0,189.588,0.0045956130469433,733.0935990903527,0,641.6036570444703,4.48790336615566e-06,1825351245.701458,33.013796601518,64.0,,2.201435156166553,47.488492680713534,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,200,33.00091303682146,,100.0,64.0,0.024044799990952,"[0.01664000004529953, 0.028416000306606293, 0.02687999978661537, 0.02534399926662445, 0.024512000381946564, 0.024480000138282776, 0.023584000766277313, 0.023072000592947006, 0.023135999217629433, 0.024383999407291412]",71.0,204.322,0.0049128816237512,731.3388471957296,0,632.739475928247,4.797735960694627e-06,1707472038.2932336,33.00091303682146,64.0,,2.1997650619596243,41.77405289374292,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,215,33.009727323705754,,100.0,65.0,0.0240831999108195,"[0.01664000004529953, 0.02848000079393387, 0.026847999542951584, 0.025119999423623085, 0.024159999564290047, 0.0244159996509552, 0.024159999564290047, 0.023615999147295952, 0.02380800060927868, 0.023584000766277313]",72.0,209.645,0.0050489224453037,721.8734009657055,0,628.7259871605784,4.930588325491954e-06,1661465013.7481587,33.009727323705754,65.0,,2.2180150263011456,38.94339571706951,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,235,33.00087436330908,,100.0,65.0,0.0240287998691201,"[0.016767999157309532, 0.028384000062942505, 0.02691200003027916, 0.024831999093294144, 0.02454400062561035, 0.0244159996509552, 0.023903999477624893, 0.023615999147295952, 0.023104000836610794, 0.02380800060927868]",72.0,209.509,0.0050342498317794,716.9795671943575,0,630.0558049697429,4.916259601347155e-06,1666307450.0287223,33.00087436330908,65.0,,2.1031140349805355,41.13188968040049,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,512,250,33.01673869170554,,100.0,65.0,0.0238848000764846,"[0.016672000288963318, 0.028672000393271446, 0.026847999542951584, 0.025280000641942024, 0.02393599972128868, 0.02364799939095974, 0.023711999878287315, 0.02348800003528595, 0.02300800010561943, 0.023584000766277313]",72.0,209.974,0.0050151870112597,724.4225970935076,0,633.3834771066904,4.897643565683393e-06,1672641116.107217,33.01673869170554,65.0,,2.202204894274473,51.704259822145104,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,100,65.9126254251442,,100.0,65.0,0.037631999887526,"[0.029983999207615852, 0.0424639992415905, 0.040832001715898514, 0.0390079990029335, 0.03872000053524971, 0.037728000432252884, 0.03753599897027016, 0.036768000572919846, 0.0360959991812706, 0.03718400001525879]",66.0,97.21,0.0036582067090664,736.0960750374943,0,996.623830171302,3.572467489322662e-06,2293092946.1175303,65.9126254251442,65.0,,2.211004961282015,41.90735379233956,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,135,66.02280477806886,,100.0,63.0,0.0303520001471042,"[0.022911999374628067, 0.03446400165557861, 0.03292800113558769, 0.03161599859595299, 0.030432000756263733, 0.03062400035560131, 0.030271999537944794, 0.03049599938094616, 0.029823999851942062, 0.029952000826597214]",66.0,136.389,0.0041396789480634,0.0,0,0.0,4.042655222718168e-06,2026390960.5657463,66.02280477806886,63.0,,2.264915034174919,0.3153320867568254,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,150,66.00880439117289,,100.0,63.0,0.0301087999716401,"[0.023135999217629433, 0.03478400036692619, 0.0326399989426136, 0.03145600110292435, 0.030079999938607216, 0.03001599945127964, 0.029791999608278275, 0.029888000339269638, 0.02940800040960312, 0.029888000339269638]",68.0,155.685,0.0046874885235847,0.0,0,0.0,4.577625511313272e-06,1789574088.0843272,66.00880439117289,63.0,,1.989034004509449,0.1007611863315105,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,165,65.9109825655862,,100.0,65.0,0.0367360001429915,"[0.029055999591946602, 0.04108799993991852, 0.03920000046491623, 0.03807999938726425, 0.03728000074625015, 0.03718400001525879, 0.036288000643253326, 0.03638400137424469, 0.035999998450279236, 0.03680000081658363]",70.0,167.873,0.0061669825520044,723.2511548791081,0,807.7570679597557,6.022443898441814e-06,1360245132.7308362,65.9109825655862,65.0,,7.180729182437062,41.447900934144855,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,185,65.91758469122769,,100.0,65.0,0.0366432001814246,"[0.029120000079274178, 0.04095999896526337, 0.039712000638246536, 0.038495998829603195, 0.03721600025892258, 0.03673600032925606, 0.03673600032925606, 0.03577600046992302, 0.03580800071358681, 0.03587200120091438]",71.92857142857143,190.23,0.0069706359705124,729.5808070339262,0,786.8053340353072,6.8072616899535205e-06,1203420754.6464891,65.91758469122769,65.0,,2.2818860597908497,40.050400886684656,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,200,65.9105645959828,,100.0,65.0,0.0370240004733204,"[0.029023999348282814, 0.04179200157523155, 0.039872001856565475, 0.038047999143600464, 0.03702399879693985, 0.03731200098991394, 0.03641600161790848, 0.036768000572919846, 0.036607999354600906, 0.037376001477241516]",72.0,202.543,0.0074989521278677,731.9554120767862,0,770.1119389384985,7.32319543737085e-06,1118637358.5218785,65.9105645959828,65.0,,2.2430550307035446,46.585756819695234,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
1,1024,235,65.91485808683166,,100.0,66.0,0.0367616003379225,"[0.02921600081026554, 0.041120000183582306, 0.03923200070858002, 0.03779200091958046, 0.03743999823927879, 0.03731200098991394, 0.036896001547575, 0.03612799942493439, 0.03612799942493439, 0.0363520011305809]",73.0,214.914,0.0079005825750242,720.0232099276036,0,766.5829060133547,7.71541267092216e-06,1061770815.0432448,65.91485808683166,66.0,,2.2285848390311003,39.93965033441782,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,100,2.083333333333333,,100.0,66.0,0.0168383996002376,"[0.009696000255644321, 0.021663999184966087, 0.018880000337958336, 0.01759999990463257, 0.01724799908697605, 0.017632000148296356, 0.01679999940097332, 0.01651199907064438, 0.016063999384641647, 0.016287999227643013]",66.0,102.1685,0.0017203540295568,723.5195930115879,0,486.3820050377399,1.6800332319891369e-06,4876094022.438343,2.083333333333333,66.0,,4.259887849912047,41.83453321456909,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,115,2.083333333333333,,100.0,65.0,0.0164352000690996,"[0.009696000255644321, 0.021536000072956085, 0.01836800016462803, 0.018015999346971512, 0.016704000532627106, 0.016543999314308167, 0.016448000445961952, 0.015968000516295433, 0.015359999611973763, 0.01571200042963028]",66.0,116.619,0.0019166565968583,720.0451069511473,0,484.4468319788575,1.8717349578694667e-06,4376688037.778959,2.083333333333333,65.0,,4.233778920024633,41.98377509601414,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,135,2.083333333333333,,100.0,65.0,0.0162112000398337,"[0.009727999567985535, 0.021856000646948814, 0.018880000337958336, 0.016896000131964684, 0.016127999871969223, 0.016224000602960587, 0.01568000018596649, 0.015615999698638916, 0.015615999698638916, 0.01548799965530634]",66.0,116.492,0.0018884751150403,720.5521010328084,0,490.8582838252187,1.84421397953156e-06,4442000814.938413,2.083333333333333,65.0,,5.540426820516586,40.60836532153189,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,150,2.083333333333333,,100.0,65.0,0.0162079999223351,"[0.009696000255644321, 0.021247999742627144, 0.018688000738620758, 0.01756799966096878, 0.016383999958634377, 0.016287999227643013, 0.015296000055968761, 0.015552000142633915, 0.016063999384641647, 0.015296000055968761]",66.0,116.626,0.0018902741989422,731.3357018865645,0,490.4794308822602,1.8459708974045497e-06,4437773104.396185,2.083333333333333,65.0,,2.210803795605898,43.38982654735446,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,165,2.083333333333333,,100.0,65.0,0.0161024000495672,"[0.009727999567985535, 0.02115200087428093, 0.018271999433636665, 0.016767999157309532, 0.0161920003592968, 0.015968000516295433, 0.015647999942302704, 0.014976000413298607, 0.015135999768972397, 0.017184000462293625]",66.0,116.568,0.0018770245689779,735.7485007960349,0,501.8222769722343,1.833031805642531e-06,4469098667.455181,2.083333333333333,65.0,,2.2038749884814024,43.74429630115628,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,185,2.083333333333333,,100.0,65.0,0.0162208002060651,"[0.009696000255644321, 0.021856000646948814, 0.018400000408291817, 0.016896000131964684, 0.016224000602960587, 0.016383999958634377, 0.016095999628305435, 0.015647999942302704, 0.015424000099301338, 0.015584000386297703]",66.0,116.408,0.0018882309103876,722.1146479714662,0,490.4942701105029,1.8439754984254247e-06,4442575298.313436,2.083333333333333,65.0,,2.232315018773079,41.39188979752362,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,200,2.083333333333333,,100.0,65.0,0.0165120000950992,"[0.009696000255644321, 0.022048000246286392, 0.018624000251293182, 0.017632000148296356, 0.01583999954164028, 0.016256000846624374, 0.01727999933063984, 0.01664000004529953, 0.01539199985563755, 0.01571200042963028]",65.0,116.302,0.0019203786350602,724.9287161976099,0,482.1844429243356,1.8753697608010048e-06,4368205231.431826,2.083333333333333,65.0,,2.2787549532949924,38.56744081713259,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,215,2.083333333333333,,100.0,65.0,0.0163455999456346,"[0.009696000255644321, 0.021695999428629875, 0.01849599927663803, 0.01759999990463257, 0.016863999888300896, 0.016416000202298164, 0.015936000272631645, 0.015615999698638916, 0.015424000099301338, 0.01571200042963028]",65.0,116.508,0.0019043931584659,726.4534549321979,0,486.8317230138928,1.8597589438144493e-06,4404871947.112585,2.083333333333333,65.0,,2.205295022577048,41.00030800327659,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,235,2.083333333333333,,100.0,64.0,0.0162720000371336,"[0.009696000255644321, 0.021376000717282295, 0.018783999606966972, 0.017343999817967415, 0.016416000202298164, 0.016575999557971954, 0.015936000272631645, 0.015615999698638916, 0.01532800029963255, 0.015647999942302704]",65.0,116.22,0.0018911318443156,723.8924279808998,0,488.94546809606254,1.846808441714529e-06,4435760534.20828,2.083333333333333,64.0,,2.232354832813144,47.23356827162206,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,16,250,2.083333333333333,,100.0,64.0,0.0160960000008344,"[0.009759999811649323, 0.02163200080394745, 0.018303999677300453, 0.017023999243974686, 0.01635199971497059, 0.015936000272631645, 0.01532800029963255, 0.015359999611973763, 0.01532800029963255, 0.015936000272631645]",65.0,116.072,0.0018682949120968,725.2212450839579,0,493.5911078937352,1.824506750094588e-06,4489980647.961595,2.083333333333333,64.0,,2.2571058943867683,39.34089629910886,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,32,100,4.166283737790541,,100.0,64.0,0.0165472002699971,"[0.009727999567985535, 0.02179200015962124, 0.018559999763965607, 0.01744000054895878, 0.01664000004529953, 0.016704000532627106, 0.016256000846624374, 0.01616000011563301, 0.01600000075995922, 0.0161920003592968]",65.0,101.066,0.0016723593424875,731.3173050060868,0,497.26666207425296,1.6331634203979771e-06,5016032013.504033,4.166283737790541,64.0,,2.290264936164021,40.96959694288671,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
2,32,115,4.166306598518001,,100.0,64.0,0.0163871999830007,"[0.009727999567985535, 0.02195199951529503, 0.018592000007629395, 0.01664000004529953, 0.015904000028967857, 0.01696000061929226, 0.01571200042963028, 0.015200000256299973, 0.015904000028967857, 0.01727999933063984]",65.0,116.677,0.0019120093324165,725.5054560955614,0,488.5311028920114,1.8671966136880656e-06,4387325865.924347,4.166306598518001,64.0,,2.2637848742306232,42.588686337694526,2025-03-27T10:53:56.141177,rq2_bayes_opt,4,256,16,256
